time,open,high,low,close,MA,MA,MA,MA,MA,Volume,Volume MA,RSI,Accumulation/Distribution
1425686400,272.61,279.48,270,276.71,281.88980000000015,239.46379999999994,248.9883999999993,257.44928571428653,272.5042857142867,5700,10103.909667119518,64.09475203601644,1721837.1627845946
1425772800,276.71,277.57,271.12,275,280.86610000000013,240.9699999999999,251.2063999999993,260.19928571428653,274.8842857142867,4411,9707.209667119518,62.788699874946246,1722733.0403039744
1425859200,275,289,274.17,287.12,280.0523000000001,242.4753999999999,253.77119999999925,263.5900000000009,276.6257142857153,11960,9650.159667119518,67.79735159276777,1731660.7004523224
1425945600,287.12,296.8,283.96,290,279.25250000000017,243.94859999999989,255.8911999999993,267.1935714285723,277.91142857142955,13114,9666.859667119517,68.86962346674267,1730884.4823837865
1426032000,290,296.79,285.83,296.54,278.44930000000016,245.66639999999992,257.4731999999993,271.3771428571437,281.5914285714295,6716,9568.109667119517,71.21368666414712,1737294.0955224726
1426118400,296.29,297.95,289,295.31,277.64750000000015,247.02939999999992,259.8603999999993,275.5535714285723,284.76571428571526,7860,9496.559667119518,70.14392494556644,1740517.134628618
1426204800,295.66,295.66,282.99,283.25,276.7099000000002,248.0127999999999,261.80239999999924,277.73000000000087,286.27571428571525,9569,9827.359667119517,60.541066438302806,1731340.8639103859
1426291200,283.25,287.69,280.46,282.01,275.7647000000002,248.98019999999994,263.29479999999927,279.7685714285723,287.0328571428581,5338,9708.159667119518,59.63703082345607,1728291.6329283665
1426377600,282.36,287.75,281.42,286.75,274.8370000000002,249.73139999999992,265.2699999999993,281.797857142858,288.7114285714295,2407,9512.123343362018,61.9745296816142,1729938.1273991407
1426464000,286.79,294.26,285.78,289.27,273.9764000000002,250.41059999999993,267.2171999999993,282.8221428571437,289.01857142857233,6472,9578.517665517518,63.19487701604784,1728793.316078386
1426550400,289.27,292.99,281.9,282.8,273.11280000000016,250.57059999999993,268.7099999999993,282.95071428571515,287.990000000001,6434,9709.690913466518,58.04428934269979,1723403.6082334807
1426636800,282.8,284,249.02,256.45,271.9173000000001,250.41999999999993,269.1515999999993,281.92714285714374,282.2628571428581,21637,10516.940512744019,42.75926422027841,1710958.3126359964
1426723200,256.59,265.95,249,261.81,270.79160000000013,250.9347999999999,270.1639999999993,281.1214285714294,277.4771428571438,14867,10159.690344200018,45.881197996265854,1718562.8489191823
1426809600,261.97,265.27,257,261.96,269.63860000000017,251.45819999999992,271.05639999999926,280.3557142857152,274.4357142857152,5644,10160.558928004019,45.97000854028288,1719688.9190521932
1426896000,261.92,262.49,256.25,260,268.62560000000013,252.0789999999999,271.87439999999924,279.1621428571437,271.2914285714295,4582,9905.750000000018,44.93241884412229,1720614.1305906547
1426982400,260,272,259.24,267.74,267.7827000000002,253.0957999999999,273.06519999999927,278.6435714285723,268.5757142857152,5949,9303.950000000017,49.755343932487484,1722590.9142897143
1427068800,268.28,270.07,259.5,265.94,266.9900000000001,253.87599999999992,274.22919999999925,277.1307142857151,265.24285714285804,8628,8689.850000000017,48.68740270947504,1724476.5036936877
1427155200,265.98,266.52,241.84,245,265.95100000000014,254.00659999999993,273.9179999999993,273.91642857142944,259.842857142858,19055,8928.750000000018,38.36966503953538,1710301.066092391
1427241600,245.29,250,236.4,246.94,264.89800000000014,254.3855999999999,273.6567999999993,270.3735714285723,258.4842857142866,12838,9000.450000000017,39.645766912889165,1717361.966092391
1427328000,246.99,253.75,244.91,249.23,263.8736000000001,254.8301999999999,273.2923999999993,267.08214285714365,256.6871428571438,8352,9076.650000000018,41.193633759233116,1717173.0068163727
1427414400,249.23,250.52,245.12,247.94,262.7878000000001,255.4527999999999,272.21279999999933,264.5600000000008,254.68428571428663,6042,9093.750000000018,40.56254567965687,1717441.540149706
1427500800,247.93,253.83,247.25,252.87,261.8265000000001,256.04279999999994,271.0875999999993,262.47857142857225,253.66571428571518,5642,9155.300000000017,44.08793663158082,1721437.2422773654
1427587200,252.91,252.96,239.96,242,260.95600000000013,256.3167999999999,269.93639999999937,259.2821428571437,249.98857142857233,6660,8890.300000000017,38.64528093107923,1716867.4576619808
1427673600,242.41,248.86,236.52,247.95,260.21550000000013,256.79819999999995,268.93079999999935,256.33071428571515,247.4185714285723,7922,8630.700000000017,42.807297561738224,1723621.0589585772
1427760000,247.95,248.59,238.55,244.24,259.5312000000001,257.26499999999993,267.7931999999994,253.57642857142943,247.31000000000088,8090,8699.400000000018,40.9423351803203,1724700.7999944338
1427846400,243.93,246.83,239.32,246.69,258.81480000000016,257.7903999999999,266.5923999999994,252.87928571428657,247.27428571428658,6169,8614.850000000017,42.717152748834515,1730639.7973313178
1427932800,246.68,256.96,244.52,253.28,258.02970000000016,258.4649999999999,265.7235999999994,252.27000000000086,247.85285714285803,9736,8623.200000000017,47.30443562825958,1734615.5915435364
1428019200,253.22,256.67,251.23,254.19,257.37150000000014,259.08879999999994,264.4063999999994,251.71500000000086,248.74571428571517,5011,8606.850000000017,47.924596315091016,1735057.7386023598
1428105600,254.19,255.85,250.76,253.7,256.5929000000002,259.42279999999994,262.9543999999994,251.26500000000084,248.86428571428658,2736,8623.300000000017,47.59975277108189,1735482.3830031457
1428192000,253.6,261,251.65,260.54,255.82910000000018,259.49379999999996,261.51439999999934,250.75071428571513,251.51285714285805,5735,8586.450000000017,52.44541236419402,1740653.083537905
1428278400,260.57,262.98,254,255.58,255.15430000000018,259.89279999999997,259.92519999999934,250.01071428571512,252.60285714285806,5913,8560.400000000018,48.913131020185915,1736820.8274131834
1428364800,255.54,256.62,251.5,253.72,254.49290000000016,260.2731999999999,258.74399999999935,250.6335714285723,253.95714285714377,5966,7776.850000000018,47.617938510836126,1736028.4680381834
1428451200,253.71,254.96,243.06,244.84,253.65860000000018,260.27599999999995,257.25719999999933,250.4835714285723,253.69285714285803,11610,7614.000000000017,41.91194375827556,1727891.7117356623
1428537600,244.58,246.3,238.47,243.43,252.92820000000017,260.39719999999994,255.52439999999933,250.06928571428656,252.2857142857152,7855,7724.5500000000175,41.070392712777036,1729988.384788025
1428624000,243.75,243.94,231,235.99,252.11170000000016,260.30519999999996,253.39319999999935,249.21571428571517,249.6857142857152,11521,8071.500000000017,36.864227692700716,1727352.9782965258
1428710400,235.99,239.42,233,236.15,251.34310000000016,260.11859999999996,251.52719999999937,248.02142857142942,247.17857142857233,4022,7975.150000000018,37.01362260691195,1727277.8007264324
1428796800,236.09,237.5,233.42,236.5,250.59740000000014,259.94039999999995,250.72919999999934,247.6285714285723,243.74428571428663,3068,7697.150000000018,37.36278343236033,1728841.879157805
1428883200,236.42,236.9,219.64,223.15,249.6189000000001,259.67339999999996,249.18279999999933,245.8571428571437,239.11142857142946,13895,7439.150000000018,30.43297545022891,1720598.263862324
1428969600,222.97,224.79,210,215.8,248.6388000000001,259.1964,247.33639999999937,243.82571428571512,233.69428571428662,18602,7727.350000000018,27.417845342237882,1716586.0677838926
1429056000,215.78,222.88,214.05,222.88,247.71340000000012,258.86299999999994,245.85159999999934,242.12500000000085,230.55714285714376,9946,7807.0500000000175,34.18233044450473,1726532.0677838926
1429142400,222.83,229.67,222.44,227.5,247.1684000000001,258.6536,244.24199999999936,240.28357142857226,228.28142857142944,10844,8047.150000000018,38.227996021157146,1730866.6680605179
1429228800,227.36,228.29,220,222.6,246.7544000000001,258.36879999999996,242.50839999999934,238.0271428571437,226.3685714285723,7949,8162.500000000017,35.720157158476525,1727903.771799963
1429315200,222.6,224.72,220.32,223.4,246.22040000000007,257.78119999999996,241.64439999999934,235.862857142858,224.5471428571437,4617,8060.350000000018,36.45313495098572,1729750.571799963
1429401600,223.35,227.35,221.91,222.54,245.5061000000001,257.16259999999994,240.66839999999934,233.14857142857227,222.55285714285804,5892,7958.850000000018,35.97818439393403,1725223.2629764336
1429488000,222.54,226.51,221.43,224.3,244.99320000000014,256.48179999999996,239.67119999999935,230.91428571428656,222.71714285714376,5961,7852.400000000018,37.76526948340323,1725997.723606355
1429574400,224.3,236,223.91,235.74,244.68670000000012,255.69799999999995,239.18319999999935,229.63000000000085,225.5657142857152,9900,8038.950000000017,47.937972431605374,1735471.9171547422
1429660800,235.71,238.64,229.1,233.45,244.3470000000001,254.74699999999996,238.40639999999934,228.8164285714294,227.07571428571518,10664,8085.350000000018,46.30628259423159,1734532.9486012831
1429747200,233.25,236.22,232.01,235.98,244.43680000000012,254.05099999999996,238.16559999999933,228.28428571428657,228.28714285714378,8325,8251.050000000017,48.396108567124905,1741908.7799552022
1429833600,235.61,236,228,230.24,245.0251000000001,253.19399999999993,237.45719999999932,227.87357142857226,229.37857142857234,8488,8538.650000000018,44.19348090806889,1738174.0599552023
1429920000,231.04,232.29,225.7,226.12,245.1765000000001,252.26279999999994,236.7323999999993,227.1571428571437,229.7671428571438,5264,8515.100000000017,41.413616358666694,1733581.0402283433
1430006400,226.12,227.26,214.98,219.52,245.2914000000001,251.11899999999994,235.64559999999932,225.94428571428654,229.33571428571523,11235,8781.200000000017,37.359485905561954,1730653.3529319265
1430092800,219.52,229.93,217.52,227.23,245.5668000000001,250.16359999999997,234.60359999999932,226.23571428571515,229.75428571428662,13790,9172.400000000018,44.22804384909284,1738442.8694508628
1430179200,227.17,227.56,221.45,225.16,245.69990000000013,248.92439999999996,233.44239999999928,226.90428571428657,228.24285714285807,9328,9058.300000000017,42.86893694735618,1740442.817077704
1430265600,225.18,226.99,221.81,225.48,245.79130000000012,247.63399999999993,232.31359999999927,227.09000000000083,227.10428571428662,8636,9097.350000000017,43.15972487608317,1744043.929046816
1430352000,225.5,240,224.6,236.2,246.04680000000016,246.42719999999994,231.33999999999926,227.7114285714294,227.1357142857152,12463,9144.450000000017,51.97783116935512,1750356.3576182446
1430438400,236.47,239.23,230.51,231,246.08520000000016,245.14099999999996,230.35679999999928,228.3114285714294,227.24428571428663,6632,9274.950000000017,48.08121329791897,1744469.697067786
1430524800,231.05,234.9,229.87,233.83,246.08270000000016,244.15259999999995,229.5611999999993,229.0564285714294,228.34571428571522,4281,9335.600000000017,50.26639415488948,1746929.3571075473
1430611200,233.83,242.25,232.31,239,246.13630000000015,243.29239999999993,229.32759999999928,230.23214285714366,231.12857142857234,4339,8857.800000000017,54.06961649194045,1748430.9828620744
1430697600,239.73,242.2,236.07,238.34,246.02780000000013,242.32419999999993,229.1239999999993,231.2350000000008,232.71571428571522,7462,8300.800000000017,53.50707949564432,1746495.4885716992
1430784000,238.22,238.78,229.66,235.12,245.82590000000016,241.24119999999996,229.08919999999932,231.1907142857151,234.13857142857236,8609,8233.950000000017,50.733811067638484,1748194.6333085413
1430870400,235.18,235.94,227.01,228.49,245.36280000000016,240.15499999999997,228.7827999999993,230.8364285714294,234.56857142857237,8572,8120.350000000018,45.504144994256755,1742463.968134969
1430956800,228.34,240,227.35,236.87,245.09170000000017,239.76339999999993,228.7975999999993,230.9000000000008,234.66428571428665,11033,8274.550000000017,52.209654948283536,1748037.159439317
1431043200,236.92,246.57,235.29,243.2,245.16300000000018,239.39119999999994,229.5995999999993,231.8257142857151,236.40714285714378,9465,8516.950000000017,56.55798659979921,1751846.654120168
1431129600,243.22,247.01,238.62,241.96,245.22470000000015,238.99119999999996,230.64599999999933,232.95714285714365,237.56857142857237,5427,8493.700000000017,55.49280939172071,1750740.5551928736
1431216000,241.83,244.99,238.02,239.13,245.32640000000018,238.57379999999995,231.29599999999928,234.35785714285794,237.5871428571438,3461,8368.700000000017,53.03774758367563,1748381.9110034904
1431302400,239.13,244.51,237.99,241.3,245.57040000000018,238.04499999999993,231.84799999999933,235.36285714285796,238.01000000000096,9641,8355.750000000018,54.692944020963076,1748529.77910165
1431388800,241.3,242,237.54,241.03,245.71140000000017,237.54679999999993,232.5851999999993,236.49642857142936,238.8542857142867,8360,8240.550000000017,54.43586038733066,1753253.3665455962
1431475200,241.03,244.14,235.06,235.97,245.68640000000013,237.3661999999999,233.0879999999993,237.24571428571508,239.92285714285808,9294,8289.000000000018,49.719159434067336,1745822.2608187238
1431561600,235.97,239.7,232.22,237.13,245.77780000000018,237.16999999999993,233.67159999999933,237.31214285714367,239.96000000000095,7476,8238.400000000018,50.77222547766877,1748161.0094818254
1431648000,237.12,239.28,235.12,237.37,245.88150000000016,236.93279999999993,234.19439999999932,237.76714285714365,239.1271428571438,4479,8199.150000000018,51.00087973831596,1748527.08159721
1431734400,237.39,237.4,234,235.66,246.07000000000014,236.68719999999993,234.1911999999993,237.89785714285793,238.22714285714378,3048,7789.8000000000175,49.24575710686293,1748455.363950151
1431820800,235.43,237,234.15,235.97,246.19600000000014,236.3491999999999,234.29199999999932,237.6814285714294,237.77571428571522,2608,7230.700000000017,49.58447981904063,1749178.2832483966
1431907200,235.69,236.94,231.44,232.87,246.24170000000012,236.1665999999999,234.16759999999934,237.2907142857151,236.57142857142952,7407,7134.650000000018,46.25972449813953,1745622.9232483967
1431993600,233.03,234.24,230.86,231.4,246.31690000000015,235.8355999999999,234.21399999999937,237.02500000000083,235.1957142857152,5468,6976.250000000017,44.72816001866354,1741902.0948460298
