time,open,high,low,close,7MA,14MA,25MA,50MA,100MA,Volume,Volume MA,RSI,Accumulation/Distribution
1499040000,2504.81,2639.47,2462,2502.28,777.7187999999999,1140.0613999999998,1585.5700000000004,2000.3735714285715,2526.9942857142855,59904.36464813,77584.87166918606,72.5496995118845,2625217.4201031583
1499644800,2504,2527.88,1830,1917.63,794.334,1165.9373999999998,1625.3248000000003,2051.19,2489.6828571428573,114603.96642805998,80070.15322284607,54.38942932216227,2539394.1769458354
1500249600,1917.72,2938,1910.57,2749.02,819.5353,1209.0683999999999,1698.8052000000005,2164.526428571429,2520.9328571428573,144460.87969896002,85210.85744365808,67.02857944820433,2630712.327611169
1500854400,2756.8,2825,2400,2742.37,844.669,1252.5405999999998,1768.0572000000002,2271.6964285714284,2490.6685714285713,95398.49285979001,85653.80546608508,66.86896269053904,2689015.397106232
1501459200,2745.76,3339.66,2615,3222.75,874.4937,1305.4445999999998,1856.9380000000006,2405.449285714286,2591.4928571428572,70478.58583209,85241.08528774357,72.04729851411449,2736753.245296864
1502064000,3216.78,4190,3178.72,4053.87,912.7357999999999,1375.058,1977.0208000000005,2584.0107142857146,2813.184285714286,91259.76614428,85930.54682051808,78.35168439519887,2803443.7685702853
1502668800,4053.87,4480,3800,4058.68,951.021,1444.1571999999996,2092.206,2746.487857142857,3035.2285714285713,106015.99573945,88197.34477744008,78.38207218334713,2778087.236883426
1503273600,4058.64,4449.98,3600,4337.68,992.0736999999998,1518.7843999999998,2214.7932000000005,2912.2114285714283,3297.4285714285716,79305.31569954,89852.2566911401,80.12480270728268,2836436.796087382
1503878400,4329.91,4979.9,4169.01,4606.26,1035.7503,1598.7495999999996,2349.978800000001,3085.6007142857147,3681.5185714285717,81722.33065185,92374.94264769259,81.65773602811757,2842847.477502573
1504483200,4603.68,4679.97,4001.93,4226.22,1075.532,1671.2943999999998,2478.3088000000007,3206.7400000000002,3892.547142857143,120234.19455683,96739.1150436971,73.06977775309778,2802158.2286632564
1505088000,4226.21,4377.65,2972.01,3662.99,1109.5513999999998,1732.3821999999998,2586.4284000000007,3257.366428571429,4024.0642857142857,190649.19788804997,104300.9771421931,62.567519747364884,2798946.4724483015
1505692800,3662.95,4122.7,3514,3664.22,1143.354,1793.4053999999999,2689.8768000000005,3339.312142857143,4087.131428571429,93688.94717086,105014.9322866371,62.580168588530945,2751500.1855173185
1506297600,3667.01,4377.22,3658.39,4377.22,1183.8684,1868.1703999999997,2816.717600000001,3473.2542857142857,4133.324285714286,76596.22231939001,104111.14442807858,69.09867799193192,2828096.4078367087
1506902400,4369.33,4612,4137.96,4597.98,1226.1217,1947.1552,2954.1444000000006,3622.797857142857,4210.367142857143,60774.351238810006,102493.55483443559,70.79504032159033,2885275.8877382134
1507507200,4597.97,5846.43,4541,5679.7,1279.7259,2046.8046,3131.6528000000003,3849.7564285714284,4402.084285714286,102154.07757071001,99812.83611563258,77.35490481230109,2961335.6525485846
1508112000,5683.92,6180,5101.36,5969,1336.1738999999998,2151.986,3316.404400000001,4139.14,4596.761428571429,89751.55898138002,99648.24186299808,78.7308664116225,3015973.403503058
1508716800,5967.38,6316.85,5366,6137.37,1393.8328,2260.7257999999997,3499.7388000000005,4381.165,4869.782857142857,90679.39483727001,99483.24845622259,79.5111469454844,3072419.979735094
1509321600,6133.01,7590,6024.03,7372.72,1463.6775999999998,2393.6384,3723.2876000000006,4711.904285714286,5399.744285714287,96898.05082758,96888.36131033159,84.115630658756,3142428.6157158804
1509926400,7373.3,7888,5555.55,5870.37,1518.0506,2496.4994,3877.4004000000004,4901.0199999999995,5714.908571428571,149308.51562304999,100104.3298313646,64.98796348487181,3033425.6216589506
1510531200,5870.03,8087.35,5846,8016.58,1593.7910000000002,2641.591,4110.9112000000005,5184.0707142857145,6234.817142857143,108764.32010924,101132.4264412661,74.06210897667557,3135321.5357324257
1511136000,8016.58,9366.6,7770,9271.06,1682.2839999999999,2811.6328,4380.5428,5556.3835714285715,6902.400000000001,70679.21429019999,101671.1689233696,77.70014226876337,3197541.9098205892
1511740800,9278.99,11800.01,9000,11250,1790.4735999999998,3020.8594,4712.374,6050.120714285715,7698.157142857143,123566.89997717002,102119.3156008251,81.99124782561768,3272563.961274759
1512345600,11250,16666.66,10850,14691,1932.8956999999998,3296.866,5199.3348000000005,6770.459285714285,8944.157142857144,131326.74450438,101462.60884109608,86.76151030460517,3314679.028958584
1512950400,14690.99,19666,14677.19,18953,2118.6240999999995,3655.9709999999995,5857.373600000001,7822.3721428571425,10774.96142857143,99156.70350496001,101650.51937335459,90.21779125052815,3385492.8091615797
1513555200,18953,19220,11159.93,14157.87,2256.1812,3920.9334000000003,6323.513600000001,8572.006428571429,11744.268571428573,185506.94820202002,107401.93749185109,68.53729650223835,3337984.339953604
1514160000,14107.87,16480.52,12050,13880,2391.2963,4182.0962,6778.622400000001,9301.705,12888.50142857143,105655.47664079002,108121.72301667658,67.52463292719226,3319609.5988710085
1514764800,13880,17234.99,12801.38,16124.02,2548.7865,4486.1014000000005,7346.878000000001,10140.762142857144,14046.707142857145,85618.44777872,107101.8456186401,71.222573430994,3362319.6596112996
1515369600,16173.98,16300,12800,13647.99,2681.2164000000002,4740.821,7782.836800000001,10787.191428571428,14671.982857142857,97200.21280593,107996.5904739596,62.73420688413171,3312219.3373523983
1515974400,13647.99,14394.36,9222,11558.87,2792.4201000000003,4951.777,8135.496800000001,11207.132142857143,14716.107142857145,146905.07956877,111255.72791980559,56.604374147686535,3298057.5599868284
1516579200,11558.87,11989.15,9927.54,11685.58,2904.9590999999996,5165.474,8474.01,11615.459285714285,14286.761428571432,91513.06537417001,109819.67146067259,56.87958108123635,3362620.2116012312
1517184000,11685.58,11820.01,7625.25,8191,2982.8068,5308.258000000001,8639.4952,11762.147142857142,12749.33285714286,149903.6314201,107782.39313727508,47.86404435409811,3253151.7800380583
1517788800,8190.78,9090.8,5920.72,8067,3059.3464000000004,5446.017,8799.828000000001,11811.738571428572,11879.208571428575,218693.54381938005,114032.6229697011,47.57588451659485,3330588.0368727054
1518393600,8077.25,11300,8067,10421.06,3159.4442,5628.9782000000005,9043.1632,12136.787857142857,11385.074285714289,108881.53022749,115646.8883651061,53.3213223386608,3380267.3820224656
1518998400,10433.68,11780,9260,9590.04,3251.1782000000003,5796.2466,9242.5144,12249.177857142857,10451.648571428575,108623.50575304999,118039.3460908181,51.18855482286074,3300096.338046191
1519603200,9595.99,11511,9376.34,11463.27,3361.6198,6005.1526,9531.9964,12405.764285714287,10139.545714285718,69483.63177713001,116405.82380113911,55.50855195812024,3366472.726754427
1520208000,11479.68,11688,8366,9535.04,3452.7866,6176.653399999999,9766.878400000001,12283.267142857145,9850.427142857146,131615.3328438,118499.01249426013,50.54916294604468,3327490.4996949234
1520812800,9535.04,9892,7325.37,8188.24,3530.3948,6318.858,9947.8392,11818.784285714286,9350.807142857146,122425.7834206,120086.33192342662,47.36596515929716,3287380.8551335535
1521417600,8205.55,9188.1,8114.17,8453.9,3610.3336,6463.812000000001,10110.9064,11068.848571428573,9388.36428571429,90177.22105199998,119750.29043464761,48.06075432518786,3254257.4593923204
1522022400,8451.12,8500,6427.16,6813.52,3673.9388,6576.8362,10199.528,10544.252142857144,9209.29571428572,119382.4103937,118253.98517318012,44.18247245422411,3179378.8100990527
1522627200,6816.31,7506.84,6510,7027.26,3739.6293,6692.5416000000005,10253.430400000001,10054.770714285714,8724.46714285715,77901.59809296,116710.84907236614,44.80743698803684,3182323.4473689683
1523232000,7027.26,8417,6611.49,8354.22,3818.5959,6832.621800000001,10348.8392,9499.785,8547.921428571435,77527.21424147,117053.24906992966,48.65132501596177,3254459.2115380713
1523836800,8353.43,9036.52,7806.81,8789.96,3902.1075,6977.340800000001,10454.9428,9152.782857142856,8166.020000000006,79550.1874566,114852.41344390115,49.885586284219805,3302109.3669232083
1524441600,8781.7,9755.53,8647.29,9393.99,3990.8689999999997,7129.5406,10535.7936,8998.148571428572,8145.870000000005,121700.13515290001,114371.08297632716,51.621569019983845,3344405.2812156817
1525046400,9396.32,9948.98,8815.91,9623.54,4081.3652999999995,7281.660400000001,10685.9204,8850.86,8350.912857142863,65354.660762839994,112680.98083922116,52.29784539332931,3372217.652801933
1525651200,9621.99,9634.5,8208.81,8696.58,4161.6098,7412.015800000001,10713.1204,8886.972857142857,8385.581428571435,93852.55148299,108098.26100326965,49.30079048976021,3342584.474446142
1526256000,8696.54,8900.9,7929.53,8518.48,4239.1802,7531.78,10683.0172,8919.221428571427,8629.14714285715,68487.69967444,106239.87215495214,48.723049773246686,3357146.139531292
1526860800,8518.64,8589.1,7213.09,7347.39,4306.0761999999995,7619.6434,10526.9128,8699.673571428571,8674.880000000006,61787.165831189996,105048.30805757565,44.98966391398467,3307419.956354485
1527465600,7348.64,7790.69,7026.9,7703.67,4376.530199999999,7723.3772,10247.419600000001,8564.932857142858,8581.944285714291,49415.232808090004,102659.05905768365,46.33685859760523,3345575.25237639
1528070400,7712.97,7764.44,6627.7,6781.17,4437.8543,7808.96,9760.5464,8230.497142857143,8294.97428571429,53345.05560891,97981.05785969066,43.37486693286018,3306634.3097296343
1528675200,6781.17,6919.97,6120,6453.41,4495.593,7887.9408,9452.368,8010.380714285713,7874.891428571434,67121.74696300998,96761.49193913265,42.33930697517807,3295462.3150196765
1529280000,6451.03,6841.81,5780,6153.4,4550.512299999999,7960.963200000001,9143.304,7865.034999999998,7379.157142857148,55968.55692368,92064.73821431166,41.36579142095555,3278857.974208676
1529884800,6153.6,6510,5774.72,6349.99,4607.7739,8049.6104000000005,8752.3428,7714.755714285712,7043.930000000005,56900.771904389985,83975.09961856216,42.30199505249991,3310993.5069866884
1530489600,6345.48,6820,6270.69,6706.6,4668.9151999999995,8128.762000000001,8474.6872,7707.118571428569,6785.090000000005,44562.95908188,80759.17106128167,44.04724450705941,3337157.2395484424
1531094400,6706.6,6814.72,6072,6349.3,4726.7206,8200.9006,8266.3044,7658.692857142856,6642.5057142857195,42533.16345144,77454.65394620116,42.65507658532799,3326384.2178060836
1531699200,6353.25,7696.88,6333.63,7396.6,4794.9111,8284.3776,8094.745200000001,7590.291428571427,6598.638571428577,62789.824109270005,77119.96356280815,47.857301788881976,3361512.8962949147
1532304000,7393.5,8496.96,7369.86,8216.74,4871.3465,8367.635,8095.774800000001,7549.347142857142,6803.720000000006,65167.530750570004,73797.57345814665,51.56302325902098,3394276.478031334
1532908800,8216.74,8295,6888.88,7032.61,4935.6354,8427.1136,8054.399200000002,7380.677142857142,6886.462857142863,62905.648633239995,70821.56671877866,46.43211964382691,3344230.939314823
1533513600,7028.89,7157.93,5995.75,6310.82,4992.6804,8466.5764,7889.989600000002,7144.054285714285,6908.951428571434,69594.76180375,69792.44375636615,43.58510475987922,3312370.8168982724
1534118400,6311.99,6628.5,5880,6481.99,5051.4203,8504.091,7765.6676000000025,6985.869285714283,6927.808571428577,56003.42076059,66623.49427471065,44.45490281439701,3346450.2265015235
1534723200,6481.63,6906.81,6223.9,6700.46,5112.4351,8553.5758,7575.155200000003,6856.010714285713,6926.931428571434,42724.85921257,64864.65733069115,45.60759084204182,3363355.359253758
1535328000,6700.13,7334.5,6641.35,7290.31,5179.2522,8626.122200000002,7485.366000000002,6851.933571428569,7061.361428571435,40370.70113209,63006.83167522216,48.70282801810899,3398578.5994234965
1535932800,7291.94,7411.85,6094.38,6236.04,5235.482,8677.5586,7407.278000000003,6747.102857142855,6895.567142857149,49374.32164329,61498.03838455667,43.89483321866864,3359822.153563319
1536537600,6238.99,6587,6162.06,6499.98,5294.0921,8720.0138,7329.121200000002,6727.017857142855,6650.315714285719,30741.479091929996,56950.10558150817,45.349429771955364,3377973.0386392474
1537142400,6499.28,6826.28,6100,6702.22,5354.626899999999,8762.0986,7324.669200000003,6744.789999999999,6603.117142857148,38303.689663200006,55597.55702652617,46.49411938041365,3403190.9879829655
1537747200,6703.37,6792.28,6324.96,6597.81,5413.6327,8780.4608,7307.491200000002,6776.53357142857,6644.11571428572,35704.88184016,52690.17354438467,45.95891150011354,3409179.4940144466
1538352000,6597.79,6641.35,6396.34,6577.63,5472.3097,8792.633399999999,7236.427600000003,6792.79357142857,6657.778571428577,25762.450815760003,50553.91110145066,45.84905680368784,3421541.811235821
1538956800,6574.15,6656.63,6055.28,6183,5527.135899999999,8793.546,7132.149200000002,6755.39357142857,6583.85571428572,28853.467425969997,48907.22618118967,43.65168510510509,3404944.6499864366
1539561600,6185.04,6756,6149.28,6413.38,5583.9988,8774.3592,7012.9248000000025,6759.970714285713,6458.580000000006,33476.464894339995,48110.287785502165,45.29985124595971,3400612.219831664
1540166400,6412.62,6473,6354.26,6405.57,5640.7813,8785.0632,6884.206000000003,6689.182857142856,6482.798571428577,16893.734062069998,46287.72170816017,45.2515293173367,3398318.746755358
1540771200,6404.27,6475,6199.25,6421.76,5697.3789,8753.1668,6793.213200000003,6560.969999999999,6471.624285714292,21489.47455922,44006.10808797067,45.381596275954834,3411510.1279290267
1541376000,6428.23,6544,6269.46,6357.54,5753.2645999999995,8694.8964,6706.775600000003,6512.750714285713,6422.384285714291,21831.423765780004,42299.251430075674,44.92566681028239,3403686.949266255
1541980800,6352.57,6388.21,5199.8,5559.26,5800.9705,8581.0816,6635.250400000003,6459.067857142856,6274.020000000006,65608.29557341001,42734.627613526674,39.59990577426914,3377767.9156930265
1542585600,5553.01,5559.69,3474.73,3938.89,5831.4527,8366.039400000001,6484.659200000003,6277.4178571428565,5897.057142857149,154152.19588431,48214.08945364817,31.45001736401018,3292251.3610120597
1543190400,3934.22,4409.77,3522.28,4102.05,5862.4956999999995,8069.0204,6377.494400000003,6091.817142857142,5599.778571428577,107895.62806324002,51482.21268423817,32.946471234565706,3325325.5428221133
1543795200,4099.63,4115.15,3210,3529.75,5888.695699999999,7856.458,6260.5480000000025,5823.205714285713,5187.831428571435,96601.31212121001,53172.78708483516,30.436624489383703,3296974.287709702
1544400000,3528.68,3588.43,3122.28,3193.78,5912.4149,7642.7336,6142.163200000003,5605.9014285714275,4729.004285714291,64611.983289289994,53145.00971177117,29.038106588507915,3252183.206727327
1545004800,3191.41,4172.07,3181.26,3943.83,5942.615599999999,7399.1298,6045.916800000003,5423.319285714284,4375.014285714291,106569.35139072001,55328.19484964517,36.09744739991546,3309654.570085189
1545609600,3947.82,4236.84,3566,3835.79,5971.8534,7202.8858,5931.084400000003,5218.574285714284,4014.76428571429,71427.10120158,55419.81181953667,35.548862677479676,3295678.7765968465
1546214400,3831.03,4090,3629.66,4040.71,6002.1498,7052.522599999999,5838.740800000002,5035.9242857142835,3797.8285714285753,38663.537760470004,54552.817669530676,37.489327797389066,3326062.6698501543
1546819200,4040.71,4112,3476,3515.95,6027.302,6889.129999999999,5683.514800000002,4817.232857142856,3737.4085714285757,62437.59428974,55538.45442338918,34.61521781239081,3271469.043773858
1547424000,3517.03,3774,3470,3536.72,6052.1512,6796.0444,5496.314000000002,4628.212857142856,3656.647142857147,47855.809281919996,55912.709830880674,34.82818661634805,3244619.416039896
1548028800,3537.42,3657.89,3401.36,3533.23,6075.693,6705.368999999999,5356.338800000002,4422.487857142855,3657.1442857142906,34870.15946036,55187.50172173417,34.807670843222226,3245599.472367457
1548633600,3532.23,3536.77,3322.19,3414.82,6097.1112,6565.244199999998,5240.498800000002,4208.862857142856,3688.721428571433,41811.02770177,55740.979152226166,34.07428683224008,3239886.45469472
1549238400,3413.75,3711.04,3328.7,3650.37,6121.3487,6446.450799999997,5127.234000000001,4010.906428571427,3646.798571428576,40319.33033481,55841.761185806674,36.921482803515914,3267409.9814441716
1549843200,3651.32,3663.34,3531.01,3625.6,6147.425,6289.697399999997,5004.239600000001,3815.7678571428555,3616.771428571433,46582.74961214,56385.65457440568,36.74178187552336,3287422.2939617424
1550448000,3625.6,4190,3614.82,3730.68,6175.1318,6173.610199999996,4861.8544,3685.1549999999984,3572.4814285714333,74297.49436443999,58812.40675183968,38.11777370770618,3243056.6737829973
1551052800,3733.78,3897.62,3658.19,3789.52,6202.246899999999,6085.635799999997,4763.993600000001,3674.485714285713,3611.5628571428615,40257.9466774,59382.630714411185,38.91897656614493,3246962.5840754253
1551657600,3789.7,3950.25,3670,3897.92,6229.1641,5994.516199999997,4659.9112000000005,3659.904999999999,3663.1628571428623,44775.62862541,59947.588900964685,40.448686911972466,3275016.652337105
1552262400,3898.14,4040,3775.01,3965.5,6257.196,5937.555799999998,4550.442400000001,3691.029999999999,3724.9157142857193,37933.24745073,60999.564570397684,41.433437439514194,3291620.5897378
1552867200,3965.63,4055.35,3919.63,3969.99,6284.476,5876.410399999998,4445.3296,3746.47357142857,3804.2257142857193,32461.39359573,61548.16052222318,41.50264983978633,3283249.319653431
1553472000,3970.23,4130.36,3850.45,4096.08,6311.9347,5791.247599999998,4346.0676,3757.3485714285694,3867.898571428576,38024.94549031,62357.83660844968,43.52119586182744,3311960.591953017
1554076800,4092.02,5345,4052.56,5190.85,6348.303100000001,5719.265399999998,4306.3816,3854.138571428569,4091.505714285719,117084.65931911,64931.65479573468,57.29869844754078,3401115.7532156743
1554681600,5192.92,5466.06,4912,5162.72,6382.0903,5634.639999999998,4256.355199999999,3934.2821428571406,4296.082857142862,64553.14861519999,60451.702432279184,56.91451418619347,3394985.0332934065
1555286400,5160.54,5362.97,4948.57,5295.65,6414.8713,5548.082199999999,4211.9583999999995,4061.4035714285687,4511.2442857142905,41797.6059345,57146.80132584218,58.33616206569213,3423202.4518171414
1555891200,5295.96,5627,4991.42,5160.98,6444.693,5477.370199999999,4161.5271999999995,4177.42214285714,4691.681428571434,60706.17826832,55352.04463319768,56.30907690698588,3394886.655836421
1556496000,5152.98,5846.13,5071.58,5709.32,6476.483499999999,5421.187,4135.598399999999,4332.8571428571395,4940.798571428576,47315.30063961999,54487.21050071418,62.08601051881619,3425487.202669298
1557100800,5714.4,7585,5562.44,6974.35,6516.6848,5413.7262,4192.201999999998,4587.109285714283,5369.992857142862,96521.56034309999,53984.820948333174,71.46115760066652,3463725.3095440073
1557705600,6968.84,8390.95,6178,8200,6573.515,5423.652799999999,4362.646399999999,4912.082857142855,5956.2671428571475,130340.30773419999,56930.48127496417,77.31421458609259,3571572.129615273
1558310400,8193.45,8802.29,7468.31,8733.26,6635.8273,5462.6946,4547.894799999998,5276.915714285712,6462.325714285718,58959.95818376,57945.30229612867,79.30309649042158,3624430.038422843
1558915200,8733.27,9096.79,8000,8734.49,6698.1285,5508.316199999998,4756.084399999998,5634.330714285711,6972.578571428576,57315.052973269994,57689.17523030516,79.30760275586393,3643879.6044893838
1559520000,8735.84,8745.96,7432.84,7632.99,6749.435600000001,5537.907999999999,4933.652799999998,5908.864285714283,7306.484285714289,61144.24456892,58353.59699465516,65.54462123071701,3601374.9671924105
1560124800,7629.98,9391.85,7523.16,8974.19,6820.0012,5590.392,5134.867199999998,6271.454999999997,7851.228571428575,57491.10195461,59484.644119367666,71.93176311978422,3633167.0675551435
1560729600,8973.02,11247.62,8918,10831.95,6900.8305,5672.898999999999,5414.713599999999,6761.915714285713,8583.03285714286,70179.03609093,60903.04453882567,78.01195076560577,3678302.2596441186
1561334400,10827.23,13880,10300,10760.1,6981.0078,5761.114999999999,5683.489199999998,7246.923571428569,9123.85428571429,137601.50428437,65767.15323630367,77.31438683908038,3576069.723025245
1561939200,10759.24,12061.04,9614.08,11469.96,7063.4799,5842.5822,6001.649599999999,7773.6292857142835,9590.991428571433,100246.50470339002,68450.34099086616,79.28515351630551,3627885.7638059882
1562544000,11478.43,13200,10090,10191.87,7124.8598999999995,5882.084799999999,6267.855599999998,8130.844999999998,9799.36428571429,96062.97030982998,69538.61478813566,67.85527265352592,3538115.9991459735
1563148800,10191.87,11120,9049.54,10600.24,7190.275500000001,5953.437399999999,6550.535999999998,8519.239285714284,10065.900000000005,101471.67421588,72599.30116505966,69.37445776517617,3588641.5866077547
1563753600,10605.03,10686.89,9111,9533.19,7242.230600000001,6017.884799999999,6795.270799999998,8821.920714285712,10337.357142857147,53268.50402609,73023.94493509366,61.23134627650501,3563914.96014263
1564358400,9538.73,11085.99,9360,10986.96,7306.0376,6107.984199999998,7088.734399999999,9238.062142857141,10624.89571428572,50041.17451748,73629.34128843117,66.9271835747645,3608213.8331259573
1564963200,10986.55,12325,10986.55,11528.73,7379.0627,6204.549599999998,7404.859599999999,9653.734285714283,10724.435714285719,78451.5061703,75928.84691715967,68.76868099626682,3593320.6782058547
1565568000,11527.44,11551.57,9467.57,10318.99,7445.6227,6265.123199999998,7668.391999999998,9892.63714285714,10661.420000000004,58569.35062751001,76956.06717401967,60.64823516117154,3582608.445151545
1566172800,10318.99,10955.48,9755.53,10136.75,7510.348000000001,6343.137399999998,7922.2811999999985,10030.976428571425,10470.961428571432,45067.79312166,73355.22386414718,59.50824096176721,3566176.4186765607
1566777600,10136.75,10650,9320,9767.53,7564.2510999999995,6408.488399999998,8157.065599999999,10104.852857142856,10410.34142857143,37657.10498579,72010.42168267668,57.16383910477487,3553861.6959378244
1567382400,9767.56,10949,9753.24,10400.18,7622.2731,6482.447599999998,8414.4528,10223.830714285712,10381.761428571432,49213.56552986999,72381.21966244518,60.066867605804376,3557899.9937984245
